<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
20150624;000000;53.8500000;54.7260000;53.6160000;54.4460000;4433492000
20150625;000000;54.4110000;54.9550000;54.3510000;54.7200000;3557554000
20150626;000000;54.8600000;55.3040000;54.7000000;54.7800000;4431029000
20150629;000000;55.4320000;55.7650000;55.1720000;55.7150000;3806761000
20150630;000000;55.6700000;56.0000000;54.9740000;55.3000000;4231992000
20150701;000000;55.6230000;55.8450000;55.2500000;55.8430000;3758625000
20150702;000000;55.7930000;55.9280000;55.3180000;55.5300000;3262591000
20150703;000000;55.5490000;56.0000000;55.4010000;56.0000000;2397130000
20150706;000000;56.2630000;56.9970000;56.2000000;56.8890000;3212001000
20150707;000000;57.0140000;57.6880000;56.4270000;56.7390000;4596839000
20150708;000000;56.9500000;57.6400000;56.8620000;57.5130000;4633967000
20150709;000000;57.0720000;57.3700000;56.5410000;57.1700000;3571112000
20150710;000000;56.8890000;56.9020000;56.2000000;56.4290000;3502678000
20150713;000000;56.5810000;56.8600000;56.3350000;56.5200000;2944116000
20150714;000000;56.9470000;57.1130000;56.4000000;56.4140000;3449561000
20150715;000000;56.5970000;56.9550000;56.5000000;56.9380000;3161962000
20150716;000000;57.2320000;57.2320000;56.4700000;56.9500000;3643815000
20150717;000000;56.9890000;57.1210000;56.7240000;56.9870000;2698813000
20150720;000000;56.8230000;57.0680000;56.7160000;57.0000000;2766994000
20150721;000000;57.0080000;57.1030000;56.7500000;56.9380000;2736414000
20150722;000000;56.9580000;57.5000000;56.9300000;57.4450000;3631324000
20150723;000000;57.3420000;57.9870000;57.2620000;57.8510000;3983156000
20150724;000000;58.0400000;58.7280000;57.8560000;58.4250000;4607018000
20150727;000000;58.4250000;59.8670000;58.3300000;59.6450000;5809194000
20150728;000000;59.9160000;60.9370000;59.8130000;60.0200000;6197727000
20150729;000000;59.6430000;60.0790000;58.5290000;58.6700000;5600486000
20150730;000000;59.2080000;59.9120000;58.8110000;59.7480000;4469082000
20150731;000000;59.9800000;61.7550000;59.8800000;61.7200000;6164092000
20150803;000000;62.0500000;63.6180000;62.0500000;63.5150000;5317198000
20150804;000000;63.2990000;63.3070000;62.4310000;63.0700000;5300189000
20150805;000000;62.9500000;63.8170000;62.5350000;63.4610000;4446177000
20150806;000000;63.4000000;64.6000000;63.3330000;64.0200000;4905072000
20150807;000000;64.0980000;64.7000000;63.4550000;64.0450000;4742695000
20150810;000000;64.4850000;64.6890000;62.7010000;62.8100000;4257297000
20150811;000000;63.3120000;64.5200000;63.0400000;64.2800000;5439325000
20150812;000000;64.6030000;65.2520000;64.0600000;64.2100000;4681542000
20150813;000000;63.9000000;65.0400000;63.7020000;64.7050000;4338384000
20150814;000000;64.9000000;65.0590000;64.3900000;64.9970000;3336572000
20150817;000000;65.3700000;65.7720000;65.1000000;65.5100000;3171112000
20150818;000000;65.8000000;65.9500000;65.5160000;65.8810000;3562088000
20150819;000000;65.8570000;66.6050000;65.5100000;66.6050000;5044494000
20150820;000000;67.1000000;68.0380000;66.7670000;67.9590000;5241544000
20150821;000000;68.0510000;69.2790000;67.8300000;69.1080000;5393939000
20150824;000000;70.0600000;71.6490000;69.8500000;70.9000000;7517165000
20150825;000000;70.7700000;71.0110000;68.1230000;68.8500000;7249168000
20150826;000000;68.9000000;69.9830000;68.2990000;68.9010000;6174236000
20150827;000000;68.1850000;68.1850000;65.7680000;66.0090000;7680913000
20150828;000000;64.5160000;67.4040000;64.5160000;65.4020000;7160138000
20150831;000000;65.4990000;67.4300000;63.7190000;64.2490000;6962418000
20150901;000000;64.9790000;66.8500000;64.7500000;66.8500000;7266214000
20150902;000000;67.0730000;68.0680000;66.2720000;67.0790000;7458866000
20150903;000000;66.8690000;67.6790000;66.1720000;67.2000000;6053047000
20150904;000000;67.2630000;68.5390000;67.0430000;68.4200000;4814654000
20150907;000000;68.4840000;69.3000000;68.1050000;69.1140000;3131305000
20150908;000000;68.8330000;69.0760000;67.7100000;67.9900000;3947716000
20150909;000000;67.7350000;68.5700000;67.3310000;68.4850000;5059198000
20150910;000000;68.7500000;68.8800000;67.4350000;67.6680000;4291523000
20150911;000000;67.7460000;68.2980000;67.5380000;67.9240000;4340000000
20150914;000000;67.7800000;68.1000000;67.1400000;67.4900000;3138081000
20150915;000000;67.5680000;67.6700000;66.5310000;66.7000000;5056120000
20150916;000000;66.6830000;66.6830000;64.9100000;65.3300000;5926565000
20150917;000000;65.1500000;66.2600000;64.9000000;65.4370000;5070555000
20150918;000000;66.0180000;66.6450000;65.3130000;66.5020000;5513359000
20150921;000000;66.2890000;66.4990000;65.6530000;65.9880000;3682673000
20150922;000000;66.1960000;66.7440000;65.9900000;66.0220000;3683745000
20150923;000000;66.2150000;66.5000000;65.4860000;66.4200000;5139740000
20150924;000000;66.4170000;66.7790000;66.0340000;66.0990000;4709257000
20150925;000000;66.0000000;66.0000000;65.4000000;65.5300000;4792725000
20150928;000000;65.6970000;66.1800000;65.3310000;66.0850000;3610380000
20150929;000000;66.2970000;66.3370000;65.4010000;65.7300000;3435537000
20150930;000000;65.5000000;66.1620000;65.2250000;65.3900000;5172624000
20151001;000000;65.2000000;65.8050000;64.7360000;65.6500000;5560473000
20151002;000000;65.8060000;66.6890000;65.6290000;66.0120000;4314450000
20151005;000000;65.7740000;65.9720000;64.5450000;64.7490000;4643788000
20151006;000000;64.7200000;65.2710000;63.3300000;63.3300000;5291802000
20151007;000000;63.0700000;63.2900000;61.8540000;62.6640000;7069508000
20151008;000000;62.5230000;62.7110000;61.2800000;61.3700000;5207659000
20151009;000000;62.5590000;62.5590000;60.8160000;61.8760000;6367768000
20151012;000000;61.1500000;62.5440000;60.9140000;62.2750000;4287123000
20151013;000000;62.1260000;63.1950000;61.9730000;63.0390000;6509989000
20151014;000000;62.9510000;63.3030000;62.5420000;62.7090000;4646804000
20151015;000000;62.2510000;62.6700000;61.3650000;61.4030000;4356853000
20151016;000000;60.9450000;62.1280000;60.9450000;61.2850000;4733982000
20151019;000000;61.2990000;62.4270000;61.1500000;62.2620000;4354840000
20151020;000000;62.4030000;62.4030000;61.6600000;62.1150000;4652025000
20151021;000000;62.2450000;63.1850000;62.0740000;63.0050000;5589670000
20151022;000000;62.8810000;62.9690000;62.3550000;62.5910000;4434848000
20151023;000000;62.4080000;62.4460000;61.6210000;62.3800000;5935451000
20151026;000000;62.1400000;63.0300000;62.1060000;63.0200000;4385203000
20151027;000000;64.8300000;65.1600000;63.1000000;64.9000000;5564640000
20151028;000000;64.9950000;65.5220000;63.3840000;63.9500000;6774330000
20151029;000000;64.0550000;64.6960000;63.7100000;64.4000000;5849694000
20151030;000000;64.4470000;64.6660000;63.4790000;63.9580000;4697453000
20151102;000000;63.7950000;64.4210000;63.6000000;63.6650000;3363425000
20151103;000000;63.7610000;64.0900000;62.3400000;62.6280000;4710351000
20151105;000000;63.2470000;63.8110000;63.0350000;63.4500000;4027653000
20151106;000000;63.3300000;64.8310000;63.3300000;64.5980000;5201725000
20151109;000000;64.5030000;64.9630000;64.1500000;64.5900000;4181240000
20151110;000000;64.5220000;64.7500000;64.0750000;64.5600000;4229486000
20151111;000000;64.6500000;65.5000000;64.3560000;65.4150000;3799588000
20151112;000000;65.4640000;66.6530000;65.2800000;66.6350000;6490962000
20151113;000000;66.7000000;66.9920000;66.2260000;66.7770000;4857774000
20151116;000000;66.6230000;66.6420000;65.2050000;65.2700000;5581186000
20151117;000000;65.4990000;65.7750000;64.5810000;65.1480000;5299781000
20151118;000000;65.1560000;65.4970000;64.5420000;64.7530000;5098489000
20151119;000000;64.6510000;65.1500000;64.3850000;64.6180000;3813864000
20151120;000000;64.8050000;65.0500000;64.3210000;64.7500000;3882814000
20151123;000000;65.4190000;66.2420000;64.9040000;65.8360000;5973784000
20151124;000000;65.9490000;66.4750000;65.1800000;65.4520000;5167421000
20151125;000000;65.3010000;66.0870000;65.2030000;65.5250000;3802992000
20151126;000000;65.6690000;66.0200000;65.4880000;65.8370000;2718439000
20151127;000000;65.9320000;66.4890000;65.9300000;66.4800000;3111964000
20151130;000000;66.6100000;66.9150000;65.7550000;66.4900000;4171349000
20151201;000000;66.4000000;66.9000000;66.0550000;66.6100000;3338962000
20151202;000000;66.5580000;67.5000000;66.5190000;67.5000000;4718550000
20151203;000000;67.4210000;68.1830000;67.3670000;67.5080000;4361075000
20151204;000000;67.6570000;68.3250000;67.2290000;68.1350000;4712998000
20151207;000000;68.4470000;69.5000000;68.3650000;69.4990000;4602373000
20151208;000000;69.1670000;69.9330000;69.0330000;69.4000000;5742224000
20151209;000000;69.2220000;69.6570000;68.7140000;69.3680000;4850663000
20151210;000000;69.3830000;69.3830000;68.5550000;69.1500000;4011230000
20151211;000000;69.2000000;70.5000000;69.0660000;70.3620000;4786562000
20151214;000000;70.2610000;71.2250000;70.0500000;70.5550000;5829317000
20151215;000000;70.5110000;71.0540000;69.6340000;69.9410000;5666593000
20151216;000000;70.1500000;70.6200000;69.8050000;70.3960000;4647101000
20151217;000000;70.6610000;71.1830000;70.2920000;71.1830000;5244625000
20151218;000000;71.1510000;71.4730000;70.5210000;70.9480000;5808241000
20151221;000000;71.3850000;71.4140000;71.0150000;71.2330000;3240374000
20151222;000000;71.1500000;71.3100000;70.9630000;71.2330000;2631326000
20151223;000000;71.1500000;71.1610000;69.6310000;69.8000000;4537493000
20151224;000000;69.9690000;70.8390000;69.1550000;70.2400000;4732397000
20151225;000000;70.4150000;70.8000000;70.0070000;70.6890000;1573131000
20151228;000000;70.4040000;72.4670000;70.3600000;72.2250000;4469132000
20151229;000000;72.2320000;72.8500000;71.8000000;72.2050000;4720063000
20151230;000000;72.5930000;73.6300000;72.4600000;73.5900000;4059476000
20160104;000000;73.0810000;73.7200000;72.6150000;73.1600000;1557004000
20160105;000000;72.9900000;73.5500000;72.8230000;73.3160000;969004000
20160106;000000;73.3180000;75.1000000;73.2640000;74.7600000;1984001000
20160111;000000;75.7210000;76.4930000;75.0600000;76.2110000;4952591000
20160112;000000;77.0000000;77.2440000;75.9010000;77.0650000;5640143000
20160113;000000;76.8120000;76.8970000;75.7400000;76.6770000;5851838000
20160114;000000;76.9280000;77.0000000;76.0510000;76.0510000;4128287000
20160115;000000;76.4260000;77.9500000;76.4190000;77.6030000;5352475000
20160118;000000;78.0480000;79.4300000;78.0480000;79.2900000;4759569000
20160119;000000;78.9300000;78.9580000;78.0630000;78.5610000;6423590000
20160120;000000;79.2980000;82.4690000;79.1700000;81.4000000;7450523000
20160121;000000;82.3030000;85.9990000;81.7500000;82.6300000;9738456000
20160122;000000;81.5930000;82.0940000;77.9010000;78.0240000;8178530000
20160125;000000;77.2920000;80.1690000;76.3920000;80.0400000;7797553000
20160126;000000;81.6120000;82.3000000;77.7000000;78.3000000;9073133000
20160127;000000;78.6990000;79.4750000;76.9400000;77.6670000;5952318000
20160128;000000;77.4990000;78.0360000;75.4730000;76.3970000;7783734000
20160129;000000;75.7800000;76.6850000;74.5720000;75.4300000;6958021000
20160201;000000;75.7300000;77.4550000;75.4540000;77.3100000;5254018000
20160202;000000;78.1380000;79.8470000;77.7140000;79.7550000;6857496000
20160203;000000;79.4520000;79.9000000;76.6610000;76.9040000;6935639000
20160204;000000;76.6780000;77.3080000;75.5440000;76.9690000;6996020000
20160205;000000;76.9840000;77.7660000;76.3400000;77.4700000;5387485000
20160208;000000;76.8780000;79.0790000;76.3820000;78.5440000;5402194000
20160209;000000;78.9120000;79.9630000;78.0700000;79.7010000;6710622000
20160210;000000;79.6190000;80.0350000;77.6200000;78.6060000;5169165000
20160211;000000;78.8930000;80.6400000;78.6830000;79.5920000;7360631000
20160212;000000;79.3000000;79.7850000;78.1210000;78.3400000;4936523000
20160215;000000;77.9170000;78.0140000;76.9000000;76.9500000;3767100000
20160216;000000;76.5000000;78.1550000;75.9010000;77.8990000;6250151000
20160217;000000;77.9950000;78.3260000;74.6310000;75.0320000;5720572000
20160218;000000;75.1200000;76.5000000;74.8670000;76.5000000;5308006000
20160219;000000;76.5220000;77.9000000;76.0200000;76.9860000;4561781000
20160220;000000;76.8700000;77.2820000;76.5150000;77.0500000;639209000
20160222;000000;76.3560000;76.6920000;74.9510000;75.3000000;1660348000
20160224;000000;76.4960000;77.5800000;75.6900000;75.7110000;5850383000
20160225;000000;75.9460000;76.6870000;75.1800000;75.3850000;4672515000
20160226;000000;75.3850000;76.4210000;74.4760000;76.2000000;6929762000
20160229;000000;75.5480000;76.2960000;74.8580000;75.2000000;3642055000
20160301;000000;74.5870000;74.8040000;73.1670000;73.3920000;5412415000
20160302;000000;73.2880000;74.2600000;73.0100000;73.0700000;4075572000
20160303;000000;73.0690000;74.1000000;72.8800000;73.1710000;4022850000
20160304;000000;73.0300000;73.4450000;71.7500000;71.9700000;3991477000
20160307;000000;71.6960000;72.2600000;71.1200000;71.4710000;1806341000
20160309;000000;72.3980000;72.6670000;70.7500000;71.1410000;4310017000
20160310;000000;71.1000000;71.8970000;69.9450000;71.4550000;5892534000
20160311;000000;70.8470000;71.0340000;69.4350000;69.8830000;4761457000
20160314;000000;70.0000000;70.9770000;69.6810000;69.9600000;4318944000
20160315;000000;70.3500000;71.3990000;70.0860000;71.0400000;5660278000
20160316;000000;70.9250000;71.4400000;69.1230000;69.1230000;5364493000
20160317;000000;69.3240000;69.3240000;67.9060000;68.1000000;5675035000
20160318;000000;68.0000000;68.7290000;67.2620000;68.3890000;5087832000
20160321;000000;68.4100000;69.1500000;67.4810000;67.8220000;4031627000
20160322;000000;67.9360000;68.2660000;67.2000000;67.5000000;4836136000
20160323;000000;67.8760000;68.8300000;67.4170000;68.7370000;4582780000
20160324;000000;68.9500000;69.6650000;68.2560000;68.5270000;5724824000
20160325;000000;68.7910000;68.7910000;67.8270000;68.4540000;1974645000
20160328;000000;68.0870000;68.6480000;67.5850000;68.4700000;2811273000
20160329;000000;68.8260000;69.2440000;67.9210000;68.0500000;4944565000
20160330;000000;68.0510000;68.3600000;67.1230000;68.2400000;4831453000
20160331;000000;67.8900000;68.0400000;66.7030000;67.0250000;5243696000
20160401;000000;67.0620000;68.3590000;66.8150000;67.5950000;5041882000
20160404;000000;68.2500000;68.9100000;67.7410000;68.7000000;4395597000
20160405;000000;68.7470000;69.4880000;68.5500000;68.5620000;5178713000
20160406;000000;68.5120000;68.8700000;67.5400000;67.5900000;3904110000
20160407;000000;68.1990000;68.4270000;67.4510000;68.0280000;4475259000
20160408;000000;67.8510000;67.9360000;66.9210000;67.1500000;3902346000
20160411;000000;67.0520000;67.3680000;66.4100000;66.7730000;3633496000
20160412;000000;66.7850000;66.7850000;65.1840000;65.7150000;4794040000
20160413;000000;65.8270000;66.3500000;65.2300000;66.3100000;5930437000
20160414;000000;66.0730000;66.6460000;65.7710000;66.1660000;4586354000
20160415;000000;66.2000000;66.6320000;65.8690000;66.4470000;4349566000
20160418;000000;67.9040000;68.8000000;66.0200000;66.1180000;6148421000
20160419;000000;65.9350000;66.2750000;62.6850000;65.8530000;4661509000
20160420;000000;66.5840000;66.5840000;65.1100000;65.1570000;4641221000
20160421;000000;65.0000000;66.9820000;64.6500000;66.8400000;5423084000
20160422;000000;65.7710000;66.8200000;65.5270000;66.4550000;5046867000
20160425;000000;66.2730000;66.8550000;65.8760000;66.5670000;3917189000
20160426;000000;66.6260000;66.7740000;65.1500000;65.2000000;3375168000
20160427;000000;65.3750000;65.9970000;64.9700000;65.1200000;4502216000
20160428;000000;65.3040000;65.4000000;64.1900000;64.7190000;4306522000
20160429;000000;64.3730000;64.8890000;63.9830000;64.6300000;3849081000
20160504;000000;66.6140000;66.7990000;65.7250000;66.5290000;4506185000
20160505;000000;66.0000000;66.2420000;65.1900000;65.8900000;3874802000
20160506;000000;66.0240000;66.6170000;65.5510000;65.9450000;3569340000
20160510;000000;66.2700000;66.6720000;66.0500000;66.3100000;2995041000
20160511;000000;66.2010000;66.3790000;64.8310000;64.9780000;3711887000
20160512;000000;64.8360000;65.5400000;64.5610000;64.8950000;3897592000
20160513;000000;65.1450000;65.5790000;64.7310000;65.4800000;3514640000
20160516;000000;64.8320000;65.1680000;64.6050000;64.9000000;3112073000
20160517;000000;64.5500000;65.0740000;64.3660000;64.7200000;3717071000
20160518;000000;65.0580000;66.0930000;64.8370000;65.9990000;4285063000
20160519;000000;66.0320000;67.3300000;65.9840000;66.7800000;5391936000
20160520;000000;66.5520000;66.9800000;66.2580000;66.7980000;3907681000
20160523;000000;66.9760000;67.2370000;66.7440000;66.8080000;2827192000
20160524;000000;67.1500000;67.1500000;66.1000000;66.1840000;2870941000
20160525;000000;65.9600000;66.0250000;65.3100000;65.5080000;4348851000
20160526;000000;64.8840000;65.8880000;64.8830000;65.8010000;3676097000
20160527;000000;65.7890000;66.4200000;65.7530000;66.1440000;2783881000
20160530;000000;66.2000000;66.2700000;65.5875000;65.7500000;1736929000
20160531;000000;65.7500000;67.0000000;65.7200000;66.7000000;2940300000
20160601;000000;66.8000000;67.3275000;66.5125000;67.1400000;4385825000
20160602;000000;67.0250000;67.7100000;66.6150000;66.9600000;4210571000
20160603;000000;66.9900000;67.1700000;65.6000000;65.6200000;4333646000
20160606;000000;65.3000000;65.9900000;65.1200000;65.2450000;2873165000
20160607;000000;65.5725000;65.5725000;64.5075000;64.6225000;3530767000
20160608;000000;64.6300000;64.8175000;63.4725000;63.6100000;4300959000
20160609;000000;63.6975000;64.5000000;63.4000000;64.3275000;4183874000
20160610;000000;64.6750000;65.3800000;64.1075000;65.2800000;3818092000
20160614;000000;65.8650000;66.3150000;65.7075000;66.1400000;3922155000
20160615;000000;65.8225000;66.0650000;65.0625000;65.5125000;3555541000
20160616;000000;65.6225000;66.0900000;65.3600000;65.7800000;4131983000
20160617;000000;65.4325000;65.5525000;64.7050000;64.8500000;3124059000
20160620;000000;64.5025000;64.5025000;63.7575000;64.2975000;2868198000
20160621;000000;64.3150000;64.4800000;63.7500000;63.7550000;3339917000
20160622;000000;63.5550000;65.1550000;63.4900000;64.8900000;3591974000
20160623;000000;64.6525000;64.7675000;63.7675000;63.8500000;3128218000
20160624;000000;65.4900000;67.5775000;64.6850000;65.2625000;4950194000
20160627;000000;64.9850000;65.6500000;64.8175000;65.4875000;3709562000
20160628;000000;64.6275000;65.1375000;63.9000000;64.1000000;3325917000
20160629;000000;64.1900000;64.4875000;63.6075000;63.8500000;4072530000
20160630;000000;64.2500000;64.4250000;63.7500000;63.9900000;3201935000
20160701;000000;64.2000000;64.2650000;63.8000000;63.8000000;2864718000
20160704;000000;63.5400000;64.0175000;63.5200000;63.9350000;1719371000
20160705;000000;64.3225000;64.6875000;64.1125000;64.3175000;3569521000
20160706;000000;64.7100000;64.8050000;64.1825000;64.2075000;3448337000
20160707;000000;64.2025000;64.7550000;63.7075000;64.5650000;3606550000
20160708;000000;64.6075000;64.6100000;63.7150000;63.9800000;3489599000
20160711;000000;64.1000000;64.3100000;63.9600000;64.2000000;2427673000
20160712;000000;63.9525000;64.0575000;63.7175000;63.8900000;2822753000
20160713;000000;64.0600000;64.1475000;63.6500000;63.8500000;3616217000
20160714;000000;63.7650000;63.8225000;62.7300000;62.8500000;4189835000
20160715;000000;63.0425000;63.5100000;62.9550000;63.5100000;4546533000
20160718;000000;63.3525000;63.4500000;62.7875000;62.8425000;2579583000
20160719;000000;62.9050000;63.7500000;62.8000000;63.5475000;3171752000
20160720;000000;63.5850000;63.9200000;63.1500000;63.7400000;3327354000
20160721;000000;63.6600000;64.4300000;63.5725000;64.3700000;3616166000
20160722;000000;64.3350000;64.9800000;64.3025000;64.8800000;3980443000
20160725;000000;64.8000000;65.5475000;64.7725000;65.4150000;3212704000
20160726;000000;65.3775000;66.5525000;65.3750000;65.9475000;4858221000
20160727;000000;65.9950000;66.4650000;65.7075000;65.9275000;3565120000
20160728;000000;65.9650000;66.7850000;65.9025000;66.6150000;4295292000
20160729;000000;66.9600000;67.3000000;65.9000000;66.0350000;4553595000
20160801;000000;65.8050000;66.9700000;65.7200000;66.8950000;3387254000
20160802;000000;66.9000000;67.0275000;66.0100000;66.6475000;3788750000
20160803;000000;66.7900000;67.0300000;66.1500000;66.2700000;3578181000
20160804;000000;66.4500000;66.5700000;65.6000000;65.7875000;2962035000
20160805;000000;65.7200000;65.8800000;64.9975000;65.5475000;4453618000
20160808;000000;65.4975000;65.5150000;64.4300000;64.6150000;3204429000
20160809;000000;64.8275000;65.1275000;64.5100000;64.7650000;3197787000
20160810;000000;64.9625000;64.9725000;64.1650000;64.8700000;3575316000
20160811;000000;64.9775000;65.1200000;64.1200000;64.3250000;3473172000
20160812;000000;64.3150000;65.0000000;64.0800000;64.7500000;4291622000
20160815;000000;64.5625000;64.5625000;63.9050000;64.0300000;3262779000
20160816;000000;64.0350000;64.1975000;63.5525000;63.7750000;3379570000
20160817;000000;63.9900000;64.3350000;63.8000000;63.8250000;3662433000
20160818;000000;63.7650000;64.1950000;63.3800000;63.6500000;3944789000
20160819;000000;63.6975000;64.1125000;63.5800000;63.9000000;3075868000
20160822;000000;64.2500000;64.8200000;64.0550000;64.8125000;3525417000
20160823;000000;64.9200000;64.9200000;64.2775000;64.6000000;3361088000
20160824;000000;64.8350000;65.3275000;64.6925000;65.1700000;3699591000
20160825;000000;65.0000000;65.0625000;64.5700000;64.6625000;3311490000
20160826;000000;64.6300000;65.0000000;64.2225000;64.8600000;3773034000
20160829;000000;64.9900000;65.1800000;64.7300000;64.7500000;1960548000
20160830;000000;64.8100000;65.3500000;64.8100000;65.2500000;3186881000
20160831;000000;65.2500000;65.4500000;65.1200000;65.3150000;3527299000
20160901;000000;65.2900000;65.9775000;65.1625000;65.9200000;3757259000
20160902;000000;65.8550000;65.9600000;64.9900000;65.0950000;3975718000
20160905;000000;65.0000000;65.1500000;64.5125000;65.0800000;3326649000
20160906;000000;64.8025000;64.9325000;64.4075000;64.5625000;3168523000
20160907;000000;64.5150000;64.6000000;64.1300000;64.1350000;3281553000
20160908;000000;64.0500000;64.0575000;63.5650000;63.9975000;3614177000
20160909;000000;64.0650000;64.8500000;64.0075000;64.8200000;3850951000
20160912;000000;64.9000000;65.3025000;64.4175000;64.5875000;3641193000
20160913;000000;64.7425000;65.4700000;64.6700000;65.2975000;3795488000
20160914;000000;65.0350000;65.3100000;64.8000000;65.1600000;4102773000
20160915;000000;65.3225000;65.4425000;64.6675000;64.7750000;4575815000
20160916;000000;64.8425000;65.2525000;64.8425000;65.1200000;3794032000
20160919;000000;64.8900000;65.0200000;64.3625000;64.6500000;3406062000
20160920;000000;64.6950000;65.0200000;64.5725000;64.7775000;3419615000
20160921;000000;64.5075000;64.5500000;63.7900000;63.8100000;3370714000
20160922;000000;63.7050000;63.9650000;63.4900000;63.7025000;3464997000
20160923;000000;63.7925000;64.1200000;63.3775000;64.0600000;4364711000
20160926;000000;64.0000000;64.2900000;63.5800000;63.9500000;3397167000
20160927;000000;63.8500000;64.0900000;63.5700000;63.8600000;3567443000
20160928;000000;63.9025000;64.0975000;63.0000000;63.0400000;3714617000
20160929;000000;63.0750000;63.3700000;62.8950000;63.0800000;4351517000
20160930;000000;63.2200000;63.5200000;62.6400000;62.8050000;4155750000
20161003;000000;62.8275000;62.8450000;62.1475000;62.2900000;3984529000
20161004;000000;62.4225000;62.8600000;62.3125000;62.6650000;4256595000
20161005;000000;62.5375000;62.6175000;62.2925000;62.4375000;3071903000
20161006;000000;62.3925000;62.4850000;62.0800000;62.1300000;2916290000
20161007;000000;62.1550000;62.5325000;61.9525000;62.2125000;3853751000
20161010;000000;62.0700000;62.5300000;61.8175000;62.0050000;3760059000
20161011;000000;62.1025000;62.9000000;62.1000000;62.6625000;5050924000
20161012;000000;62.5475000;63.1600000;62.4800000;63.0200000;4441613000
20161013;000000;63.2550000;63.5150000;62.9000000;63.0300000;3558123000
20161014;000000;63.0425000;63.0825000;62.7925000;62.9600000;2726490000
20161017;000000;63.0000000;63.2200000;62.7250000;63.1100000;3335815000
20161018;000000;63.0000000;63.0325000;62.7775000;62.8100000;2561492000
20161019;000000;62.7900000;62.8100000;62.2000000;62.2850000;3167487000
20161020;000000;62.4775000;62.5000000;62.2575000;62.4875000;2537430000
20161021;000000;62.5350000;62.5975000;62.2200000;62.3700000;2732872000
20161024;000000;62.4025000;62.4200000;62.1200000;62.1825000;2844132000
20161025;000000;62.1225000;62.2850000;61.9500000;62.2400000;3344074000
20161026;000000;62.3550000;63.0075000;62.1850000;62.9100000;4610003000
20161027;000000;62.7875000;63.2500000;62.5700000;62.7025000;4133676000
20161028;000000;62.8675000;63.1475000;62.7700000;63.0200000;2883912000
20161031;000000;63.0850000;63.4575000;63.0725000;63.3750000;2751039000
20161101;000000;63.3500000;63.3675000;62.9025000;63.3200000;2794716000
20161102;000000;63.3850000;63.8500000;63.3300000;63.5150000;3843010000
20161103;000000;63.4925000;63.8200000;63.4475000;63.5800000;2845096000
20161107;000000;64.0625000;64.1600000;63.5550000;63.6325000;3072355000
20161108;000000;63.7275000;63.8425000;63.6150000;63.7625000;2176650000
20161109;000000;64.0700000;64.1625000;63.2200000;63.8900000;6283846000
20161110;000000;63.8925000;65.5550000;63.2750000;65.4725000;6648909000
20161111;000000;64.9975000;66.3000000;64.8500000;65.7200000;5712336000
20161114;000000;65.8500000;66.4950000;65.5425000;66.0325000;4354905000
20161115;000000;66.0425000;66.0425000;64.1500000;64.1950000;5147768000
20161116;000000;64.1100000;65.5700000;63.9975000;64.7175000;5639517000
20161117;000000;64.7000000;65.1000000;64.2900000;64.8000000;4587561000
20161118;000000;65.0875000;65.3250000;64.4800000;64.7025000;4391759000
20161121;000000;64.6175000;64.6175000;63.8725000;63.9100000;3999500000
20161122;000000;63.7300000;64.1300000;63.4650000;63.7825000;4709937000
20161123;000000;63.7975000;64.9500000;63.7075000;64.4625000;5508318000
20161124;000000;64.4125000;64.8100000;64.2825000;64.4850000;2554443000
20161125;000000;64.6725000;64.9775000;64.3025000;64.9500000;3549101000
20161128;000000;64.8775000;65.2200000;64.5525000;64.8400000;3834044000
20161129;000000;64.8550000;65.5000000;64.8550000;65.1125000;3257246000
20161130;000000;65.1500000;65.3925000;63.9700000;64.1400000;5677073000
20161201;000000;63.9100000;64.8150000;63.4975000;63.9800000;4354783000
20161202;000000;63.8800000;64.3500000;63.7500000;63.8800000;2922864000
20161205;000000;63.9100000;64.1150000;63.5025000;63.8200000;2988342000
20161206;000000;63.8025000;63.9900000;63.6525000;63.8725000;3213059000
20161207;000000;63.9225000;63.9900000;63.1375000;63.2275000;2677530000
20161208;000000;63.4000000;63.5400000;63.2475000;63.2800000;2828716000
20161209;000000;63.3200000;63.4000000;62.2050000;62.4950000;3660472000
20161212;000000;62.1075000;62.1450000;60.7425000;61.0500000;5355831000
20161213;000000;61.1500000;61.3500000;60.4700000;60.6050000;3985570000
20161214;000000;60.7800000;62.1000000;60.7025000;62.1000000;4495396000
20161215;000000;61.9300000;62.0900000;61.3200000;61.7475000;5668211000
20161216;000000;61.8400000;62.5175000;61.4500000;62.0825000;4299519000
20161219;000000;61.9000000;62.0525000;61.6600000;61.9475000;2230455000
20161220;000000;61.9900000;62.0725000;61.3125000;61.4600000;2510798000
20161221;000000;61.2500000;61.3100000;60.8625000;61.1675000;2867349000
20161222;000000;61.0300000;61.1150000;60.6825000;60.9650000;3462567000
20161223;000000;61.0025000;61.3825000;60.7750000;61.0400000;2449880000
20161226;000000;61.1300000;61.1300000;60.7550000;60.9900000;1440536000
20161227;000000;61.0475000;61.0475000;60.5825000;60.6700000;2197286000
20161228;000000;60.6100000;60.7550000;60.1150000;60.3350000;2423590000
20161229;000000;60.3500000;60.7975000;60.1075000;60.4000000;3590920000
20161230;000000;60.4000000;61.6575000;60.4000000;61.2725000;3132506000
